,Measure Name,Score
75526,Clostridium Difficile (C.Diff): Observed Cases,6
75532,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
75538,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
75544,SSI - Colon Surgery: Observed Cases,5
75550,SSI - Abdominal Hysterectomy: Observed Cases,2
75556,MRSA Bacteremia: Observed Cases,5
75562,Clostridium Difficile (C.Diff): Observed Cases,10
75568,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
75574,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
75580,SSI - Colon Surgery: Observed Cases,0
75586,SSI - Abdominal Hysterectomy: Observed Cases,0
75592,MRSA Bacteremia: Observed Cases,0
75598,Clostridium Difficile (C.Diff): Observed Cases,1
75604,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
75610,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
75616,SSI - Colon Surgery: Observed Cases,0
75628,MRSA Bacteremia: Observed Cases,0
75634,Clostridium Difficile (C.Diff): Observed Cases,5
75640,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
75646,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
75664,MRSA Bacteremia: Observed Cases,0
75670,Clostridium Difficile (C.Diff): Observed Cases,0
75676,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,7
75682,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,6
75688,SSI - Colon Surgery: Observed Cases,11
75694,SSI - Abdominal Hysterectomy: Observed Cases,2
75700,MRSA Bacteremia: Observed Cases,4
75706,Clostridium Difficile (C.Diff): Observed Cases,17
75712,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
75718,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
75724,SSI - Colon Surgery: Observed Cases,8
75730,SSI - Abdominal Hysterectomy: Observed Cases,0
75736,MRSA Bacteremia: Observed Cases,0
75742,Clostridium Difficile (C.Diff): Observed Cases,9
75784,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
75790,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
75796,SSI - Colon Surgery: Observed Cases,1
75808,MRSA Bacteremia: Observed Cases,0
75814,Clostridium Difficile (C.Diff): Observed Cases,0
75820,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,14
75826,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
75832,SSI - Colon Surgery: Observed Cases,1
75838,SSI - Abdominal Hysterectomy: Observed Cases,1
75844,MRSA Bacteremia: Observed Cases,6
75850,Clostridium Difficile (C.Diff): Observed Cases,10
75856,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,7
75862,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
75868,SSI - Colon Surgery: Observed Cases,0
75874,SSI - Abdominal Hysterectomy: Observed Cases,0
75880,MRSA Bacteremia: Observed Cases,0
75886,Clostridium Difficile (C.Diff): Observed Cases,13
75892,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
75898,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
75904,SSI - Colon Surgery: Observed Cases,0
75910,SSI - Abdominal Hysterectomy: Observed Cases,0
75916,MRSA Bacteremia: Observed Cases,0
75922,Clostridium Difficile (C.Diff): Observed Cases,1
75928,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,6
75934,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
75940,SSI - Colon Surgery: Observed Cases,0
75946,SSI - Abdominal Hysterectomy: Observed Cases,0
75952,MRSA Bacteremia: Observed Cases,3
75958,Clostridium Difficile (C.Diff): Observed Cases,3
75964,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
75970,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
75976,SSI - Colon Surgery: Observed Cases,6
75982,SSI - Abdominal Hysterectomy: Observed Cases,0
75988,MRSA Bacteremia: Observed Cases,4
75994,Clostridium Difficile (C.Diff): Observed Cases,18
76000,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,4
76006,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
76036,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
76042,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
76048,SSI - Colon Surgery: Observed Cases,1
76054,SSI - Abdominal Hysterectomy: Observed Cases,0
76060,MRSA Bacteremia: Observed Cases,1
76066,Clostridium Difficile (C.Diff): Observed Cases,2
76072,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
76078,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
76108,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,34
76114,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,12
76120,SSI - Colon Surgery: Observed Cases,20
76126,SSI - Abdominal Hysterectomy: Observed Cases,3
76132,MRSA Bacteremia: Observed Cases,29
76138,Clostridium Difficile (C.Diff): Observed Cases,104
76144,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
76150,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,6
76156,SSI - Colon Surgery: Observed Cases,4
76162,SSI - Abdominal Hysterectomy: Observed Cases,3
76168,MRSA Bacteremia: Observed Cases,10
76174,Clostridium Difficile (C.Diff): Observed Cases,45
76180,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
76186,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
76192,SSI - Colon Surgery: Observed Cases,1
76198,SSI - Abdominal Hysterectomy: Observed Cases,0
76204,MRSA Bacteremia: Observed Cases,0
76210,Clostridium Difficile (C.Diff): Observed Cases,0
76216,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,7
76222,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,20
76228,SSI - Colon Surgery: Observed Cases,5
76234,SSI - Abdominal Hysterectomy: Observed Cases,0
76240,MRSA Bacteremia: Observed Cases,7
76246,Clostridium Difficile (C.Diff): Observed Cases,17
76252,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
76258,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,6
76264,SSI - Colon Surgery: Observed Cases,1
76270,SSI - Abdominal Hysterectomy: Observed Cases,1
76276,MRSA Bacteremia: Observed Cases,7
76282,Clostridium Difficile (C.Diff): Observed Cases,4
76288,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
76294,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
76312,MRSA Bacteremia: Observed Cases,0
76318,Clostridium Difficile (C.Diff): Observed Cases,0
76324,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
76330,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
76336,SSI - Colon Surgery: Observed Cases,0
76342,SSI - Abdominal Hysterectomy: Observed Cases,2
76348,MRSA Bacteremia: Observed Cases,12
76354,Clostridium Difficile (C.Diff): Observed Cases,17
76360,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,8
76366,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
76372,SSI - Colon Surgery: Observed Cases,3
76378,SSI - Abdominal Hysterectomy: Observed Cases,1
76384,MRSA Bacteremia: Observed Cases,2
76390,Clostridium Difficile (C.Diff): Observed Cases,26
76396,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,15
76402,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,16
76408,SSI - Colon Surgery: Observed Cases,24
76414,SSI - Abdominal Hysterectomy: Observed Cases,0
76420,MRSA Bacteremia: Observed Cases,9
76426,Clostridium Difficile (C.Diff): Observed Cases,26
76432,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,14
76438,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
76444,SSI - Colon Surgery: Observed Cases,8
76450,SSI - Abdominal Hysterectomy: Observed Cases,3
76456,MRSA Bacteremia: Observed Cases,15
76462,Clostridium Difficile (C.Diff): Observed Cases,35
76468,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,8
76474,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
76480,SSI - Colon Surgery: Observed Cases,5
76486,SSI - Abdominal Hysterectomy: Observed Cases,4
76492,MRSA Bacteremia: Observed Cases,9
76498,Clostridium Difficile (C.Diff): Observed Cases,3
76504,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
76510,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
76516,SSI - Colon Surgery: Observed Cases,0
76522,SSI - Abdominal Hysterectomy: Observed Cases,0
76528,MRSA Bacteremia: Observed Cases,0
76534,Clostridium Difficile (C.Diff): Observed Cases,1
76540,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
76546,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
76552,SSI - Colon Surgery: Observed Cases,9
76558,SSI - Abdominal Hysterectomy: Observed Cases,0
76564,MRSA Bacteremia: Observed Cases,2
76570,Clostridium Difficile (C.Diff): Observed Cases,16
76588,SSI - Colon Surgery: Observed Cases,0
76600,MRSA Bacteremia: Observed Cases,0
76606,Clostridium Difficile (C.Diff): Observed Cases,1
76612,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
76618,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
76624,SSI - Colon Surgery: Observed Cases,0
76630,SSI - Abdominal Hysterectomy: Observed Cases,0
76636,MRSA Bacteremia: Observed Cases,0
76642,Clostridium Difficile (C.Diff): Observed Cases,6
76648,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,4
76654,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
76660,SSI - Colon Surgery: Observed Cases,3
76666,SSI - Abdominal Hysterectomy: Observed Cases,1
76672,MRSA Bacteremia: Observed Cases,10
76678,Clostridium Difficile (C.Diff): Observed Cases,44
76684,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,12
76690,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,16
76696,SSI - Colon Surgery: Observed Cases,8
76702,SSI - Abdominal Hysterectomy: Observed Cases,2
76708,MRSA Bacteremia: Observed Cases,8
76714,Clostridium Difficile (C.Diff): Observed Cases,45
76720,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
76726,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,7
76732,SSI - Colon Surgery: Observed Cases,7
76738,SSI - Abdominal Hysterectomy: Observed Cases,1
76744,MRSA Bacteremia: Observed Cases,1
76750,Clostridium Difficile (C.Diff): Observed Cases,5
76756,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
76762,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
76768,SSI - Colon Surgery: Observed Cases,0
76780,MRSA Bacteremia: Observed Cases,0
76786,Clostridium Difficile (C.Diff): Observed Cases,2
76792,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,6
76798,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
76804,SSI - Colon Surgery: Observed Cases,0
76810,SSI - Abdominal Hysterectomy: Observed Cases,1
76816,MRSA Bacteremia: Observed Cases,3
76822,Clostridium Difficile (C.Diff): Observed Cases,7
76828,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
76834,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
76840,SSI - Colon Surgery: Observed Cases,1
76846,SSI - Abdominal Hysterectomy: Observed Cases,0
76852,MRSA Bacteremia: Observed Cases,0
76858,Clostridium Difficile (C.Diff): Observed Cases,4
76864,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,11
76870,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
76876,SSI - Colon Surgery: Observed Cases,0
76882,SSI - Abdominal Hysterectomy: Observed Cases,0
76888,MRSA Bacteremia: Observed Cases,5
76894,Clostridium Difficile (C.Diff): Observed Cases,25
76900,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
76906,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,6
76912,SSI - Colon Surgery: Observed Cases,10
76918,SSI - Abdominal Hysterectomy: Observed Cases,2
76924,MRSA Bacteremia: Observed Cases,6
76930,Clostridium Difficile (C.Diff): Observed Cases,7
76936,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,38
76942,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,13
76948,SSI - Colon Surgery: Observed Cases,9
76954,SSI - Abdominal Hysterectomy: Observed Cases,2
76960,MRSA Bacteremia: Observed Cases,6
76966,Clostridium Difficile (C.Diff): Observed Cases,98
76972,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,4
76978,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
76984,SSI - Colon Surgery: Observed Cases,3
76990,SSI - Abdominal Hysterectomy: Observed Cases,2
76996,MRSA Bacteremia: Observed Cases,2
77002,Clostridium Difficile (C.Diff): Observed Cases,9
77008,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
77014,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
77020,SSI - Colon Surgery: Observed Cases,0
77026,SSI - Abdominal Hysterectomy: Observed Cases,0
77032,MRSA Bacteremia: Observed Cases,0
77038,Clostridium Difficile (C.Diff): Observed Cases,4
77044,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
77050,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
77056,SSI - Colon Surgery: Observed Cases,0
77062,SSI - Abdominal Hysterectomy: Observed Cases,0
77068,MRSA Bacteremia: Observed Cases,0
77074,Clostridium Difficile (C.Diff): Observed Cases,2
77080,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
77086,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
77092,SSI - Colon Surgery: Observed Cases,0
77098,SSI - Abdominal Hysterectomy: Observed Cases,0
77104,MRSA Bacteremia: Observed Cases,2
77110,Clostridium Difficile (C.Diff): Observed Cases,5
77116,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
77122,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
77128,SSI - Colon Surgery: Observed Cases,6
77134,SSI - Abdominal Hysterectomy: Observed Cases,1
77140,MRSA Bacteremia: Observed Cases,0
77146,Clostridium Difficile (C.Diff): Observed Cases,11
77152,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
77158,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
77164,SSI - Colon Surgery: Observed Cases,0
77170,SSI - Abdominal Hysterectomy: Observed Cases,0
77176,MRSA Bacteremia: Observed Cases,1
77182,Clostridium Difficile (C.Diff): Observed Cases,0
77188,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
77194,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
